                                                 List of databases
                Name                 |     Owner     | Encoding |   Collate   |    Ctype    |   Access privileges   
 exam                                | rknights      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exam_prep                           | rknights      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 execise_2_mander53                  | mander53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_aschof20                 | aschof20_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_cflint4                  | cflint4_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_cthompse                 | cthompse_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_db_cflint4               | cflint4_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_jdickie3                 | jdickie3_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_jshepha3.sql             | jshepha3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_jtayl225                 | jtayl225      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_kswain3.sql              | kswain3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_lkiebert                 | lkiebert_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_lpercy2                  | lpercy2_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_mfrase24                 | mfrase24_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_msvorono                 | msvorono      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_mturnb22                 | mturnb22_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_1_ttang4                   | ttang4_apps   | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_2_jpeisle2                 | jpeisle2_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_2_jshepha3.sql             | jshepha3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_2_mander53                 | mander53_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 exercise_2_pbaral3                  | pbaral3_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 farmingr_apps_prac_4_1              | farmingr_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 farmingr_cosc210_p1                 | farmingr      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 forginator_prac_01                  | aforge        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 girishtest                          | pbaral3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 happy                               | ravinde       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 iadhican_apps_assignment2           | iadhican_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 iadhican_apps_prac_20               | iadhican_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 iadhican_apps_prac_30               | iadhican_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 iadhican_apps_prac_4                | iadhican_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 iadhican_apps_prac_8                | iadhican_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 iadhican_prac_01                    | iadhican      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 iadhican_prac_02                    | iadhican      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 iadhican_prac_03                    | iadhican      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 ijackso3_apps_prac_4                | ijackso3_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 iolley_apps_Downloads               | iolley_apps   | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jabramcz_apps_prac_ass_2            | jabramcz_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jabramcz_prac_01                    | jabramcz      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jabramcz_prac_01_library            | jabramcz      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jabramcz_prac_02                    | jabramcz      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jabramcz_prac_03                    | jabramcz      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jabramcz_prac_7                     | jabramcz      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jamore2_prac_01                     | jamore2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jamore2_prac_02                     | jamore2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jarmeda                             | jarmeda       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jarmeda_apps_prac_2                 | jarmeda_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jarmeda_prac_2                      | jarmeda       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jass                                | pkaur22       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jatt                                | rsidhu3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jbijesh_apps_prac_04                | jbijesh_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jbijesh_apps_prac_a2                | jbijesh_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jcoady2_test                        | jcoady2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jdickie3_a1_test                    | jdickie3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jdickie3_apps_prac_4                | jdickie3_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jdickie3_p1                         | jdickie3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jdickie3_prac_01                    | jdickie3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jdickie3_prac_02                    | jdickie3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jdickie3_prac_03                    | jdickie3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jdickie3_prac_06                    | jdickie3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jess                                | kkaur22       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jf_a1                               | jflemmi3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jflemmi3_ap2                        | jflemmi3_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jflemmi3_apps_p2                    | jflemmi3_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jhigginb_apps_assignment2           | jhigginb_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jhigginb_apps_prac_04               | jhigginb_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jhigginb_prac_01                    | jhigginb      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jhigginb_prac_02                    | jhigginb      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jhigginb_prac_03                    | jhigginb      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jhughe45_a3_blockbusted             | jhughe45_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jhughe45_apps_MovieDirect           | jhughe45_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jhughe45_apps_prac_04               | jhughe45_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jhughe45_apps_prac_4                | jhughe45_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jhughe45_prac_02                    | jhughe45      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jhughe45_prac_03                    | jhughe45      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jhughes_prac_01                     | jhughe45      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jkyriaco_apps_exercise_1            | jkyriaco_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jkyriaco_apps_p2                    | jkyriaco_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jkyriaco_prac_01                    | jkyriaco      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_A2                         | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_A2_2                       | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_COSC210_a1                 | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_COSC210_assign_1           | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_a2_test                    | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_a3                         | jlegresl_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_a32                        | jlegresl_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_a3a                        | jlegresl_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_a3fin                      | jlegresl_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_a42                        | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_apps_prac_4                | jlegresl_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_prac02                     | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_prac02_ex_3                | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_prac_01                    | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_prac_03                    | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_prac_5                     | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_prac_7                     | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegresl_prac_assignment_2          | jlegresl_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlegrsl_prac_02                     | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jlgresl_a4                          | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jmcdon63                            | jmcdon63      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jmcdon63_apps_exercise_1            | jmcdon63_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jmcdon63_apps_exercise_1_jmcdon63   | jmcdon63_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jmcdon63_apps_exercise_3_jmcdon63   | jmcdon63_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jmcdon63_p1                         | jmcdon63      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jmolon21_apps_pa2                   | jmolon21_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jmolon21_apps_prac_4                | jmolon21_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jmolon21_pa1_booktown               | jmolon21      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jmolon21_prac01                     | jmolon21      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jmolon21_prac01_2                   | jmolon21      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jmolon21_prac02                     | jmolon21      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jmolon21_testdb                     | jmolon21      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 joleary7_prac_01                    | joleary7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 joleary7_prac_03                    | joleary7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jolprac_01                          | joleary7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jolprac_018                         | joleary7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jpeisle2_company_prac               | jpeisle2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jpeisle2_prac4                      | jpeisle2_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshatte_a1_cosc210                  | jshatte       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshatte_a2                          | jshatte       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshatte_apps_a3                     | jshatte_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshatte_apps_prac_4                 | jshatte_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshatte_apps_prac_8                 | jshatte_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshatte_apps_prac_8_1               | jshatte_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshatte_prac_01                     | jshatte       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshatte_prac_02                     | jshatte       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshatte_prac_03                     | jshatte       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshatte_prac_05                     | jshatte       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshep_prac1                         | jshepha3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshep_prac2                         | jshepha3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshep_prac3                         | jshepha3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshepha3_apps_prac_4                | jshepha3_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshepha3_apps_prac_41               | jshepha3_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jshepha3_exercise_1.sql             | jshepha3_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jss                                 | pkaur22       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jtayl225_apps_p2test                | jtayl225_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jtayl225_apps_p2test2               | jtayl225_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jtayl225_apps_prac_4                | jtayl225_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jthoms22_apps_assignment_2          | jthoms22_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jthoms22_apps_prac_4                | jthoms22_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jthoms22_p1_example                 | jthoms22      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jvaugha6_apps_assignment_2          | jvaugha6_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 jvaugha6_apps_prac_4                | jvaugha6_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 k1                                  | mkaur32       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kawun_prac_01                       | mkawun        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kgregor8                            | kgregor8      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kgregor8_apps_a2                    | kgregor8_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kgregor8_library                    | kgregor8      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kgregor8_p1                         | kgregor8      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kgregor8_prac_01                    | kgregor8      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kgregor8_test                       | kgregor8      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 khutch23_a1.db                      | khutch23      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 khutch23_a4                         | khutch23_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 khutch23_apps_prac_4                | khutch23_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 khutch23_p1                         | khutch23      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 khutch23_p1_2                       | khutch23      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 khutch23_p1_3                       | khutch23      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 khutch23_prac02                     | khutch23      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 khutch23_prac_02                    | khutch23      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 khutch23_prac_03                    | khutch23      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kiran_example                       | kkaur22       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kkaur22_apps_sql_2                  | kkaur22_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kkaur22_example                     | kkaur22       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kkaur_example                       | kkaur22       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kkc_apps_Assignment_2               | kkc_apps      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kkc_apps_prac_4                     | kkc_apps      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 km1                                 | mkaur32       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kmwvke                              | rsidhu3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 knightsr_p1                         | rknights      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 knightsr_prac01                     | rknights      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 knightsr_prac02                     | rknights      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 knightsr_prac_02                    | rknights      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 ks3pa1                              | kswain3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswain2_apps_prac_4                 | kswain3_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswain3_apps_assign2                | kswain3_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswain3_apps_prac_4                 | kswain3_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswain3_library                     | kswain3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswain3_prac_01                     | kswain3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswain3_prac_03                     | kswain3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswain3_prac_04                     | kswain3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswain3p3                           | kswain3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswain3pracassign1                  | kswain3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswain_prac_01                      | kswain3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswain_prac_03                      | kswain3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswainbooks                         | kswain3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswainp02                           | kswain3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kswainp1                            | kswain3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kweaver_apps_prac_4                 | kweaver_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kweaver_p2                          | kweaver_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kweaver_prac_01                     | kweaver       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kweaver_prac_02                     | kweaver       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kweaver_prac_03                     | kweaver       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 kweaver_prac_7                      | kweaver       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 l4                                  | aou           | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 l4_aou                              | aou           | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 labsession1                         | abuyagaw      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 labsession2                         | abuyagaw      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 labsession3                         | abuyagaw      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lallcockTest                        | lallcock      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lallcock_prac_01                    | lallcock      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 ldayes_TA2                          | ldayes        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 ldayes_apps_p2                      | ldayes_apps   | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 ldayes_apps_prac_4                  | ldayes_apps   | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 ldayes_prac_01                      | ldayes        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 ldayes_prac_02                      | ldayes        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 ldimitri_apps_moviestest            | ldimitri_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 leacture4_alovitt                   | alovitt       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lec4_ahewitt8                       | ahewitt8      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lec4_nanni                          | nanni         | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lec4_ravinde                        | ravinde       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lect4alovitt                        | alovitt       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture                             | mpapaada      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture04                           | abuyagaw      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture14                           | esadgro2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture14_jbijesh                   | jbijesh       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture14_nanni                     | nanni         | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture2                            | esadgro2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture21                           | esadgro2_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture3                            | mkaur31       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4                            | esadgro2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_                           | esadgro2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_abuyagaw                   | abuyagaw      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_aou                        | aou           | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_bwatso25                   | bwatso25      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_dmenheni                   | dmenheni      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_eboyd                      | eboyd5        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_ijackso3                   | ijackso3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_jamore2                    | jamore2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_jbijesh                    | jbijesh       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_jdickie3                   | jdickie3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_joleary7                   | joleary7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_jshatte                    | jshatte       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_jthoms22                   | jthoms22      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_jvaugha6                   | jvaugha6      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_khutch23                   | khutch23      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_ldayes                     | ldayes        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_lp                         | lpercy2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_nanni                      | nanni         | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_nkramer                    | nkramer       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_pbaral                     | pbaral3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_riar                       | dharwin       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_srodd                      | srodd         | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_test                       | esadgro2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture4_trippem                    | mtrippe       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture5                            | mkaur31       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture6                            | mkaur31       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture7                            | mkaur31       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lecture8                            | mkaur31       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lgreig2_P4                          | lgreig2_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lgreig2_PA1                         | lgreig2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lgreig2_PA2                         | lgreig2_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lgreig2_Prac_04                     | lgreig2_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lgreig2_prac_01                     | lgreig2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lgreig2_prac_02                     | lgreig2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lgreig_prac_02                      | lgreig2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 library                             | elee31        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 library_cflint4                     | cflint4       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 library_jbijesh                     | jbijesh       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lkiebert_p4                         | lkiebert_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 ln_p1_example                       | lnorris8      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 ln_test1                            | lnorris8      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lnorris8_apps_prac_4                | lnorris8_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lnorris8_ass2                       | lnorris8_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lnorris8_prac_03                    | lnorris8      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lnprac_01                           | lnorris8      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lock_town                           | rsidhu3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lol                                 | rsidhu3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 look_town                           | rsidhu3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
